GameResult,PlayerHand,DealerHand,Money,Doubled,Split,CardsRemaining
Win,[Clubs Five] [Spades Six] [Spades Nine],[Clubs Ace] [Hearts Ace] [Clubs Jack],217.5,True,False,87
Lose,[Diamonds Seven] [Hearts Eight] [Clubs Three],[Hearts Ace] [Hearts Two] [Hearts Eight],202.5,False,False,81
Win,[Diamonds Two] [Diamonds Jack] [Spades Seven],[Spades Two] [Spades Three] [Hearts Two] [Spades Ten],217.5,False,False,74
Lose,[Spades Ten] [Diamonds Five],[Hearts Five] [Clubs Ace] [Clubs Seven] [Hearts Four],202.5,False,False,68
Lose,[Hearts Queen] [Diamonds Five] [Hearts King],[Diamonds Nine] [Spades Ace],187.5,False,False,63
Win,[Spades King] [Hearts Queen],[Spades Two] [Spades Ten] [Hearts Six],202.5,False,False,58
Lose,[Hearts Ten] [Clubs Two] [Clubs Ten],[Spades Queen] [Clubs Three] [Clubs Six],187.5,False,False,52
Push,[Diamonds Seven] [Clubs Five] [Clubs Ace] [Diamonds Seven],[Hearts Queen] [Clubs King],187.5,False,False,46
Win,[Spades Five] [Hearts King],[Hearts Two] [Diamonds Queen] [Clubs King],202.5,False,False,41
Win,[Diamonds Queen] [Diamonds Four],[Spades Five] [Clubs King] [Diamonds Eight],217.5,False,False,36
Win,[Hearts Ten] [Spades King],[Clubs Queen] [Clubs Five] [Diamonds Eight],232.5,False,False,31
Win,[Spades Ten] [Clubs King],[Hearts Nine] [Spades Jack],247.5,False,False,27
Lose,[Spades Two] [Hearts Three] [Diamonds Two] [Hearts King],[Clubs Three] [Hearts King] [Spades Two] [Spades Three],232.5,False,False,19
Lose,[Diamonds Five] [Clubs Two] [Hearts Three],[Spades Five] [Diamonds Ace] [Spades Four],217.5,False,False,13
Win,[Hearts Two] [Clubs Four] [Hearts Ace],[Diamonds Two] [Hearts Jack] [Hearts Queen],232.5,False,False,306
Win,[Clubs Six] [Spades Two] [Diamonds Eight],[Spades Three] [Hearts Three] [Diamonds King] [Clubs Eight],247.5,False,False,299
Lose,[Hearts Ten] [Hearts Eight],[Diamonds Ace] [Clubs King],232.5,False,False,295
Win,[Spades King] [Hearts Ten],[Diamonds Eight] [Spades Seven] [Diamonds Eight],247.5,False,False,290
Win,[Hearts Nine] [Clubs Ten],[Clubs Five] [Clubs Five] [Hearts Two] [Spades Ace] [Hearts King],262.5,False,False,283
Win,[Clubs Six] [Clubs Five] [Spades Four],[Clubs Six] [Diamonds Three] [Hearts Five] [Diamonds King],292.5,True,False,276
Push,[Hearts Nine] [Diamonds Queen],[Clubs Queen] [Diamonds Nine],292.5,False,False,272
Lose,[Hearts Eight] [Spades Jack],[Diamonds Four] [Spades Jack] [Hearts Six],277.5,False,True,265
Lose,[Hearts Eight] [Spades Ace],[Diamonds Four] [Spades Jack] [Hearts Six],262.5,False,True,265
Blackjack,[Diamonds Ace] [Hearts Jack],[Clubs Ten] [Spades Nine],285.0,False,True,258
Blackjack,[Diamonds Ace] [Spades Four] [Hearts Six],[Clubs Ten] [Spades Nine],307.5,False,True,258
Win,[Hearts King] [Spades Queen],[Hearts Five] [Spades Four] [Hearts Eight],322.5,False,False,253
Push,[Hearts Queen] [Hearts Ten],[Diamonds Six] [Diamonds Three] [Clubs Ace],322.5,False,False,248
Win,[Clubs Ten] [Diamonds Five],[Hearts Six] [Hearts Seven] [Diamonds Three] [Hearts Queen],337.5,False,False,242
Win,[Hearts Jack] [Clubs Ten],[Spades Three] [Diamonds Ten] [Hearts Ace] [Hearts Queen],352.5,False,False,236
Win,[Clubs Nine] [Clubs Two] [Clubs Three],[Clubs Three] [Clubs Six] [Diamonds Four] [Hearts Ten],382.5,True,False,229
Win,[Diamonds Four] [Clubs King],[Diamonds Two] [Clubs Two] [Spades Ace] [Clubs Ace] [Spades Jack] [Spades Nine],397.5,False,False,221
Win,[Hearts Seven] [Spades Two] [Diamonds Three],[Spades Five] [Spades Six] [Hearts Four] [Clubs Jack],427.5,True,False,214
Blackjack,[Clubs Eight] [Clubs Three] [Clubs Queen],[Diamonds Four] [Spades Two] [Spades Seven] [Spades Three] [Spades Eight],472.5,True,False,206
Push,[Diamonds Eight] [Hearts King],[Clubs King] [Clubs Four] [Hearts Four],472.5,False,False,201
Lose,[Clubs Six] [Clubs Seven] [Hearts Nine],[Hearts Queen] [Hearts Ten],457.5,False,False,196
Win,[Diamonds Ten] [Spades Ten],[Clubs Four] [Diamonds King] [Spades Three],472.5,False,False,191
Lose,[Spades Queen] [Clubs Five] [Hearts Ace] [Hearts Ace],[Diamonds Queen] [Spades Eight],457.5,False,False,185
Lose,[Spades Queen] [Clubs Queen],[Hearts Ace] [Hearts Ten],442.5,False,False,181
Lose,[Diamonds Queen] [Diamonds Six] [Spades Eight],[Clubs Queen] [Spades Four] [Spades Six],427.5,False,False,175
Lose,[Diamonds Eight] [Clubs Queen],[Spades Six] [Diamonds Ten] [Diamonds Four],412.5,False,False,170
Lose,[Spades Four] [Clubs Ace] [Spades Nine],[Hearts Two] [Hearts Eight] [Diamonds Five] [Diamonds Two],397.5,False,False,163
Lose,[Clubs Eight] [Hearts Six] [Spades Six],[Spades King] [Clubs Four] [Spades Seven],382.5,False,False,157
Lose,[Spades King] [Spades Eight],[Diamonds King] [Clubs Ten],367.5,False,False,153
Blackjack,[Spades Ace] [Diamonds Five] [Diamonds Five],[Clubs Three] [Hearts King] [Diamonds Seven],390.0,False,False,147
Win,[Spades Seven] [Clubs Jack],[Spades Ten] [Hearts Two] [Hearts Two] [Clubs Ace] [Diamonds Nine],405.0,False,False,140
Win,[Clubs Two] [Hearts Seven] [Diamonds Jack],[Spades Three] [Spades King] [Clubs Four],435.0,True,True,131
Win,[Clubs Two] [Hearts Ace] [Spades Seven],[Spades Three] [Spades King] [Clubs Four],465.0,True,True,131
Lose,[Clubs Seven] [Clubs Nine],[Hearts Five] [Diamonds Queen] [Diamonds Two],450.0,False,False,126
Win,[Spades King] [Diamonds Jack],[Clubs Nine] [Diamonds Ten],465.0,False,False,122
Lose,[Clubs Four] [Spades Queen],[Diamonds Three] [Diamonds Nine] [Spades Six],450.0,False,False,117
Win,[Diamonds Seven] [Diamonds Eight],[Clubs Five] [Clubs Ace] [Diamonds Seven] [Spades Two] [Diamonds Nine],465.0,False,False,110
Lose,[Hearts Five] [Spades Nine] [Spades Nine],[Spades Ace] [Hearts Seven],450.0,False,False,105
Push,[Clubs Nine] [Spades Jack],[Spades Five] [Spades Five] [Spades Five] [Hearts Four],450.0,False,False,99
Lose,[Diamonds Ace] [Diamonds Two] [Hearts Jack] [Diamonds Nine],[Diamonds Seven] [Hearts Six] [Diamonds Three] [Diamonds Six],435.0,False,False,91
Lose,[Hearts King] [Hearts Three] [Clubs Nine],[Clubs Seven] [Hearts Four] [Diamonds Nine],420.0,False,False,85
Lose,[Diamonds Six] [Clubs Nine] [Spades Jack],[Spades King] [Clubs Five] [Hearts Nine],405.0,False,False,79
Win,[Clubs Jack] [Spades Nine],[Diamonds Jack] [Diamonds Four] [Clubs Jack],420.0,False,False,74
Push,[Clubs Jack] [Hearts Queen],[Hearts Jack] [Clubs Queen],420.0,False,False,70
Win,[Hearts Six] [Spades Seven],[Spades Six] [Diamonds Five] [Spades Four] [Spades Ten],435.0,False,False,64
Lose,[Clubs Ten] [Clubs King],[Clubs Ace] [Hearts King],420.0,False,False,60
Win,[Diamonds Seven] [Hearts Three] [Diamonds Jack],[Hearts Three] [Clubs Two] [Clubs Eight] [Diamonds Ten],450.0,True,False,53
Win,[Clubs Two] [Spades Jack] [Hearts Eight],[Diamonds Ten] [Hearts Five] [Clubs Three],465.0,False,False,47
Blackjack,[Diamonds Ace] [Hearts Three] [Clubs Seven],[Spades Ten] [Diamonds Queen],487.5,False,False,42
Win,[Clubs Six] [Hearts Four] [Clubs King],[Diamonds Two] [Diamonds Six] [Clubs King],517.5,True,False,36
Lose,[Hearts Five] [Clubs Eight] [Spades Queen],[Diamonds King] [Hearts Nine],502.5,False,False,31
Lose,[Spades Ten] [Spades Two] [Spades Five],[Spades Ten] [Spades Eight],487.5,False,False,26
Push,[Clubs Seven] [Diamonds King],[Hearts Seven] [Clubs Jack],487.5,False,False,22
Lose,[Diamonds Seven] [Spades Queen],[Hearts Nine] [Diamonds Ace],472.5,False,False,18
Lose,[Spades Five] [Hearts Two] [Hearts Three],[Diamonds Five] [Spades Three] [Hearts Jack],457.5,False,False,12
Win,[Diamonds Seven] [Diamonds Ten],[Hearts Four] [Clubs Queen] [Clubs Ace] [Spades Jack],472.5,False,False,306
Lose,[Diamonds Two] [Hearts Ace] [Clubs Four],[Diamonds Ace] [Spades Ten],457.5,False,False,301
Lose,[Diamonds Six] [Clubs Nine] [Hearts Nine],[Spades Eight] [Spades Six] [Diamonds Seven],442.5,False,False,295
Lose,[Hearts Seven] [Spades Six] [Spades Five],[Clubs Queen] [Hearts Ten],427.5,False,False,290
Lose,[Clubs Ten] [Clubs Three] [Spades King],[Spades Queen] [Hearts King],412.5,False,False,285
Lose,[Hearts King] [Diamonds Five],[Hearts Three] [Diamonds Seven] [Hearts Seven],397.5,False,False,280
Blackjack,[Hearts Ten] [Hearts Ace],[Clubs Ace] [Diamonds Four] [Diamonds Queen] [Spades King],420.0,False,False,274
Win,[Spades Jack] [Diamonds Five] [Spades Ace] [Hearts Two],[Clubs Jack] [Spades Five] [Clubs King],435.0,False,False,267
Win,[Clubs King] [Diamonds King],[Diamonds Seven] [Hearts Queen],450.0,False,False,263
Win,[Spades Queen] [Diamonds Ten],[Diamonds Eight] [Diamonds Two] [Clubs Seven],465.0,False,False,258
Lose,[Diamonds Seven] [Clubs Two] [Clubs Nine],[Diamonds Six] [Hearts Eight] [Hearts Five],435.0,True,False,252
Win,[Hearts Two] [Hearts Four] [Clubs Six],[Spades Four] [Hearts King] [Spades Nine],450.0,False,False,246
Win,[Clubs King] [Diamonds Jack],[Clubs Two] [Hearts Eight] [Diamonds Three] [Clubs Nine],465.0,False,False,240
Win,[Spades Three] [Clubs Six] [Spades Ace],[Spades Two] [Diamonds Three] [Hearts Five] [Hearts Nine],480.0,False,False,233
Lose,[Spades Three] [Hearts Four] [Diamonds Six] [Diamonds Two] [Diamonds Two],[Diamonds Ace] [Spades Three] [Diamonds Queen] [Diamonds Six],465.0,False,False,224
Lose,[Clubs Ten] [Diamonds Six] [Diamonds Ace],[Clubs Jack] [Hearts Jack],450.0,False,False,219
Lose,[Clubs Three] [Spades Six] [Spades Seven] [Hearts Ten],[Clubs Eight] [Clubs Ace],435.0,False,False,213
Lose,[Clubs Nine] [Hearts Five],[Hearts Four] [Spades Three] [Diamonds Ace],420.0,False,False,208
Win,[Spades Two] [Hearts Ten],[Clubs Five] [Clubs Four] [Hearts Five] [Hearts Jack],435.0,False,False,202
Win,[Spades Six] [Diamonds Queen],[Hearts Three] [Clubs Five] [Hearts Seven] [Hearts Nine],450.0,False,False,196
Win,[Diamonds Jack] [Hearts Seven],[Spades Five] [Spades Ten] [Clubs Seven],465.0,False,False,191
Lose,[Clubs Six] [Diamonds Eight],[Diamonds Two] [Spades Jack] [Hearts Six],450.0,False,False,186
Lose,[Clubs Queen] [Spades Five] [Hearts Ace] [Spades Ace],[Hearts Queen] [Hearts Nine],435.0,False,False,180
Lose,[Spades Seven] [Spades Two] [Hearts Two],[Clubs Seven] [Clubs King],420.0,False,False,175
Lose,[Diamonds Nine] [Diamonds Ten],[Diamonds King] [Diamonds Ten],405.0,False,False,171
Lose,[Spades Ten] [Clubs Six] [Diamonds Eight],[Diamonds Ace] [Hearts Queen],390.0,False,False,166
Blackjack,[Spades Four] [Hearts Seven] [Spades Jack],[Spades Queen] [Spades Four] [Hearts Two] [Spades Nine],435.0,True,False,159
Win,[Clubs King] [Diamonds Five],[Diamonds Six] [Clubs Ten] [Clubs Seven],450.0,False,False,154
Win,[Clubs Eight] [Clubs Two] [Spades King],[Spades Nine] [Hearts King],480.0,True,False,149
Blackjack,[Diamonds King] [Hearts Ace],[Diamonds Eight] [Hearts Four] [Clubs Four] [Spades Seven],502.5,False,False,143
Lose,[Spades Jack] [Hearts Four],[Diamonds Five] [Spades Two] [Spades Five] [Spades Seven],487.5,False,False,137
Win,[Clubs Three] [Hearts Five] [Hearts Jack],[Hearts Six] [Hearts Two] [Clubs Six] [Spades Queen],502.5,False,False,130
Lose,[Spades Three] [Clubs Seven] [Diamonds Nine],[Spades Two] [Diamonds Four] [Clubs Four] [Diamonds Queen],472.5,True,False,123
Win,[Hearts Ace] [Diamonds Seven] [Clubs Ace],[Spades Jack] [Diamonds Two] [Hearts Ace] [Diamonds Jack],487.5,False,False,116
Lose,[Hearts Three] [Diamonds Four] [Hearts Seven] [Spades King],[Diamonds Nine] [Hearts Five] [Diamonds Jack],472.5,False,False,109
Win,[Clubs Four] [Diamonds Five] [Spades Four],[Spades Five] [Hearts Jack] [Clubs Nine],502.5,True,False,103
Push,[Spades Eight] [Diamonds Nine],[Clubs Six] [Spades Two] [Diamonds Nine],502.5,False,False,98
Win,[Clubs Eight] [Hearts Jack],[Hearts Eight] [Spades Seven] [Spades Seven],517.5,False,False,93
Lose,[Spades Ace] [Clubs Two] [Clubs Jack] [Hearts Nine],[Spades Ace] [Hearts Six],502.5,False,False,87
Lose,[Diamonds Three] [Clubs Four] [Clubs Ten],[Diamonds Nine] [Diamonds Queen],487.5,False,False,82
Win,[Clubs Two] [Clubs Five] [Hearts Ten],[Clubs Eight] [Hearts Eight] [Hearts King],502.5,False,False,76
Win,[Spades Nine] [Hearts Three] [Diamonds Three] [Diamonds Four],[Spades Eight] [Spades Eight] [Spades King],517.5,False,False,69
Win,[Clubs Three] [Clubs Seven] [Diamonds Jack],[Spades Three] [Spades Six] [Clubs Three] [Clubs Five],547.5,True,False,62
